HP Pavilion x360 Core i3 8th Gen - (4 GB/256 GB SSD/Windows 10 Home) 14-dh0101TU 2 in 1 Laptop,51323,4.3
HP 14q Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) 14q-cs0014TU Laptop,36641,4.6
HP G7 Core i3 7th Gen - (4 GB/1 TB HDD/DOS) 240-G7 Laptop,33200,4
HP 14s Core i5 8th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 14s-cr1005TU Thin and Light Laptop,54500,4.3
HP Pavilion 15 Core i7 8th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforc...,93246,4.3
HP 250 G7 Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) 250 G7 Notebook,30299,3.7
HP DI Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) 15-di0002tu Laptop,28990,4.3
HP spectre x360 Core i7 10th Gen - (16 GB + 32 GB Optane/512 GB SSD/Windows 10 Home/2 GB Graphics) 15-...,179990,4.3
HP Pavilion x360 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) 14-dh1025...,84799,4.1
HP 15 Core i3 7th Gen - (4 GB/1 TB HDD/DOS) 15-da0296tu Laptop,29899,4.3
HP 200 APU Dual Core A6 7th Gen - (4 GB/1 TB HDD/DOS) 245 G7 Notebook Laptop,20499,4.1
HP Pavilion 15-CS Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 15-cs1000tx Laptop,64990,4.1
HP 300 Core i3 7th Gen - (4 GB/1 TB HDD/16 GB EMMC Storage/Windows 10 Pro) 348 G4 Laptop,44501,3.7
HP 15 Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10) 15-da1041tu Laptop,55006,3
HP 250 G7 Core i5 8th Gen - (8 GB/1 TB HDD/DOS/2 GB Graphics) 250 G7 Notebook,48929,4.7
HP EliteBook x360 Core i5 8th Gen - (8 GB/1 TB HDD/256 GB SSD/8 GB EMMC Storage/Windows 10 Pro/2 GB Gr...,148999,4.4
HP G4 Core i7 7th Gen - (16 GB/1 TB SSD/8 GB EMMC Storage/Windows 10 Pro) EliteBook 1040 G4 Laptop,246000,3.9
HP 15 Core i5 8th Gen - (4 GB/1 TB HDD/Windows 10 Home) 15-di1001tu Laptop,40589,4.1
HP 15 Core i5 8th Gen - (8 GB/1 TB HDD/DOS/2 GB Graphics) 15-da0077tx Laptop,49929,4.3
HP Pavilion Core i5 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce G...,75490,4.6
HP 14-CK Series Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) 14-ck0119TU Laptop,39853,4
HP G6 APU Dual Core A9 - (4 GB/1 TB HDD/DOS) 245-G6 Laptop,22000,4.3
HP 14 Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) 14-ce1000TU Laptop,62990,4.3
HP Omen Core i7 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX 1...,105793,3.7
HP Pavilion x360 Core i3 8th Gen - (4 GB/256 GB SSD/Windows 10 Home) 14-dh0101TU 2 in 1 Laptop,51323,4.3
HP 14q Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) 14q-cs0014TU Laptop,36641,4.3
